Address:	USB0::0x0957::0x1798::MY56272288::0::INSTR		Analog Channels				Function Channels		
Model:	DSO-X 2014A		Time (s)	2 (VOLT)	3 (VOLT)		Time (s)	M1	
			-0.00059458339875	0.580373133881949	4.71977394074202		-0.00059458339875	4.13601229991764	
			-0.0005944792325	0.58665454084985	4.71977394074202		-0.0005944792325	4.13015292561613	
			-0.00059437506625	0.582885696669109	4.71977394074202		-0.00059437506625	4.13405917515047	
			-0.0005942709	0.585398259456269	4.71977394074202		-0.0005942709	4.13015292561613	
			-0.00059416673375	0.581629415275529	4.71977394074202		-0.00059416673375	4.13405917515047	
			-0.0005940625675	0.579116852488369	4.71977394074202		-0.0005940625675	4.13796542468481	
			-0.00059395840125	0.584141978062689	4.71977394074202		-0.00059395840125	4.1321060503833	
			-0.000593854235	0.585398259456269	4.71977394074202		-0.000593854235	4.13015292561613	
			-0.00059375006875	0.59167966642417	4.71977394074202		-0.00059375006875	4.12429355131462	
			-0.0005936459025	0.577860571094789	4.71977394074202		-0.0005936459025	4.13796542468481	
			-0.00059354173625	0.58665454084985	4.71977394074202		-0.00059354173625	4.13015292561613	
			-0.00059343757	0.58916710363701	4.71977394074202		-0.00059343757	4.12819980084896	
			-0.00059333340375	0.58916710363701	4.71977394074202		-0.00059333340375	4.12819980084896	
			-0.0005932292375	0.577860571094789	4.71977394074202		-0.0005932292375	4.13796542468481	
			-0.00059312507125	0.582885696669109	4.71977394074202		-0.00059312507125	4.13405917515047	
			-0.000593020905	0.580373133881949	4.71977394074202		-0.000593020905	4.13601229991764	
			-0.00059291673875	0.581629415275529	4.71977394074202		-0.00059291673875	4.13405917515047	
			-0.0005928125725	0.584141978062689	4.71977394074202		-0.0005928125725	4.1321060503833	
			-0.00059270840625	0.575348008307628	4.71977394074202		-0.00059270840625	4.14187167421915	
			-0.00059260424	0.58665454084985	4.71977394074202		-0.00059260424	4.13015292561613	
			-0.00059250007375	0.582885696669109	4.71977394074202		-0.00059250007375	4.13405917515047	
			-0.0005923959075	0.58665454084985	4.71977394074202		-0.0005923959075	4.13015292561613	
			-0.00059229174125	0.585398259456269	4.71977394074202		-0.00059229174125	4.13015292561613	
			-0.000592187575	0.581629415275529	4.71977394074202		-0.000592187575	4.13405917515047	
			-0.00059208340875	0.581629415275529	4.72479906538501		-0.00059208340875	4.13991854945198	
			-0.0005919792425	0.581629415275529	4.71977394074202		-0.0005919792425	4.13405917515047	
			-0.00059187507625	0.585398259456269	4.71977394074202		-0.00059187507625	4.13015292561613	
			-0.00059177091	0.58665454084985	4.71977394074202		-0.00059177091	4.13015292561613	
			-0.00059166674375	0.585398259456269	4.70972369145602		-0.00059166674375	4.12038730178028	
			-0.0005915625775	0.582885696669109	4.71977394074202		-0.0005915625775	4.13405917515047	
			-0.00059145841125	0.585398259456269	4.71977394074202		-0.00059145841125	4.13015292561613	
			-0.000591354245	0.584141978062689	4.71977394074202		-0.000591354245	4.1321060503833	
			-0.00059125007875	0.58665454084985	4.71977394074202		-0.00059125007875	4.13015292561613	
			-0.0005911459125	0.580373133881949	4.71977394074202		-0.0005911459125	4.13601229991764	
			-0.00059104174625	0.579116852488369	4.71977394074202		-0.00059104174625	4.13796542468481	
			-0.00059093758	0.582885696669109	4.71977394074202		-0.00059093758	4.13405917515047	
			-0.00059083341375	0.582885696669109	4.71977394074202		-0.00059083341375	4.13405917515047	
			-0.0005907292475	0.579116852488369	4.71977394074202		-0.0005907292475	4.13796542468481	
			-0.00059062508125	0.580373133881949	4.71977394074202		-0.00059062508125	4.13601229991764	
			-0.000590520915	0.585398259456269	4.71977394074202		-0.000590520915	4.13015292561613	
			-0.00059041674875	0.59042338503059	4.71977394074202		-0.00059041674875	4.12624667608179	
			-0.0005903125825	0.581629415275529	4.73484931467101		-0.0005903125825	4.14968417328782	
			-0.00059020841625	0.582885696669109	4.71977394074202		-0.00059020841625	4.13405917515047	
			-0.00059010425	0.582885696669109	4.71474881609902		-0.00059010425	4.12819980084896	
			-0.00059000008375	0.581629415275529	4.71977394074202		-0.00059000008375	4.13405917515047	
			-0.0005898959175	0.585398259456269	4.71474881609902		-0.0005898959175	4.12624667608179	
			-0.00058979175125	0.59042338503059	4.71977394074202		-0.00058979175125	4.12624667608179	
			-0.000589687585	0.585398259456269	4.71977394074202		-0.000589687585	4.13015292561613	
			-0.00058958341875	0.584141978062689	4.71977394074202		-0.00058958341875	4.1321060503833	
			-0.0005894792525	0.585398259456269	4.71977394074202		-0.0005894792525	4.13015292561613	
			-0.00058937508625	0.584141978062689	4.71977394074202		-0.00058937508625	4.1321060503833	
			-0.00058927092	0.582885696669109	4.71977394074202		-0.00058927092	4.13405917515047	
			-0.00058916675375	0.582885696669109	4.71977394074202		-0.00058916675375	4.13405917515047	
			-0.0005890625875	0.58665454084985	4.71977394074202		-0.0005890625875	4.13015292561613	
			-0.00058895842125	0.58665454084985	4.71977394074202		-0.00058895842125	4.13015292561613	
			-0.000588854255	0.585398259456269	4.72479906538501		-0.000588854255	4.13601229991764	
			-0.00058875008875	0.58916710363701	4.72479906538501		-0.00058875008875	4.1321060503833	
			-0.0005886459225	0.582885696669109	4.71977394074202		-0.0005886459225	4.13405917515047	
			-0.00058854175625	0.581629415275529	4.71977394074202		-0.00058854175625	4.13405917515047	
			-0.00058843759	0.58916710363701	4.71977394074202		-0.00058843759	4.12819980084896	
			-0.00058833342375	0.576604289701208	4.71977394074202		-0.00058833342375	4.13991854945198	
			-0.0005882292575	0.584141978062689	4.71977394074202		-0.0005882292575	4.1321060503833	
			-0.00058812509125	0.584141978062689	4.71977394074202		-0.00058812509125	4.1321060503833	
			-0.000588020925	0.59167966642417	4.71977394074202		-0.000588020925	4.12429355131462	
			-0.00058791675875	0.58916710363701	4.71977394074202		-0.00058791675875	4.12819980084896	
			-0.0005878125925	0.582885696669109	4.71977394074202		-0.0005878125925	4.13405917515047	
			-0.00058770842625	0.580373133881949	4.71977394074202		-0.00058770842625	4.13601229991764	
			-0.00058760426	0.585398259456269	4.71977394074202		-0.00058760426	4.13015292561613	
			-0.00058750009375	0.58665454084985	4.71977394074202		-0.00058750009375	4.13015292561613	
			-0.0005873959275	0.580373133881949	4.71977394074202		-0.0005873959275	4.13601229991764	
			-0.00058729176125	0.577860571094789	4.71977394074202		-0.00058729176125	4.13796542468481	
			-0.000587187595	0.581629415275529	4.71977394074202		-0.000587187595	4.13405917515047	
			-0.00058708342875	0.579116852488369	4.71977394074202		-0.00058708342875	4.13796542468481	
			-0.0005869792625	0.585398259456269	4.71977394074202		-0.0005869792625	4.13015292561613	
			-0.00058687509625	0.584141978062689	4.71977394074202		-0.00058687509625	4.1321060503833	
			-0.00058677093	0.576604289701208	4.71977394074202		-0.00058677093	4.13991854945198	
			-0.00058666676375	0.582885696669109	4.71474881609902		-0.00058666676375	4.12819980084896	
			-0.0005865625975	0.584141978062689	4.70972369145602		-0.0005865625975	4.12234042654745	
			-0.00058645843125	0.58665454084985	4.71977394074202		-0.00058645843125	4.13015292561613	
			-0.000586354265	0.58665454084985	4.71977394074202		-0.000586354265	4.13015292561613	
			-0.00058625009875	0.580373133881949	4.71977394074202		-0.00058625009875	4.13601229991764	
